"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_EXPANSION_NEWSFEED_TEXT_1","Welcome to the 3rd test phase of the DayZ Expansion Mod.","Welcome to the 3rd test phase of the DayZ Expansion Mod.","Vítejte ve 3. zkušební fázi DayZ Expansion Mod.","Welcome to the 3rd test phase of the DayZ Expansion Mod.","Добро пожаловать на 3-ю фазу тестирования DayZ Expansion Mod.","Witaj w trzeciej fazie testowej DayZ Expansion Mod.","Welcome to the 3rd test phase of the DayZ Expansion Mod.","Benvenuti alla terza fase di test di DayZ Expansion Mod","Bienvenido a la tercera fase del Mod DayZ Expansion","Bienvenue dans la troisième phase de test du mod DayZ ExpansionWelcome to the 3rd test phase of the DayZ Expansion Mod.","歡迎來到DayZ Expansion Mod的第三次私人測試階段。","Welcome to the 3rd test phase of the DayZ Expansion Mod.","Bem-vindo à 3ª fase de teste do DayZ Expansion Mod.","欢迎来到 DayZ Expansion Mod 的第3个测试阶段。",
"STR_EXPANSION_NEWSFEED_TEXT_2","At the moment there are only a certain number of servers provided by selected hosts from our community. Select a server from the Expansion Server Browser to participate in this private test and to help improve the mod.","At the moment there are only a certain number of servers provided by selected hosts from our community. Select a server from the Expansion Server Browser to participate in this private test and to help improve the mod.","V současné době existuje pouze určitý počet serverů poskytovaných vybranými hostiteli z naší komunity. Vyberte server z prohlížeče Expansion Server Browser, abyste se zúčastnili tohoto soukromého testu a pomohli vylepšit mod.","Zu diesem Moment gibt es nur eine gewissen Anzahl an Server von unserer Community. Wähle einen Server von unserem Expansion Server Browser aus und nehme am privaten Test teil, damit wir uns verbessern können.","На данный момент, существует только несколько серверов, предоставляемых хостерами нашего сообщества. Выберите сервер в браузере чтобы принять участие в тесте и помочь нам улучшить мод.","Na ten moment jest tylko kilka serwerów przygotowanych przez wybranych gospodarzy serwerów z naszej społeczności. Wybierz serwer z Przeglądarki Serverów Expansion by uczestniczyć w tym prywatnym teście i pomóc nam ulepszyć moda.","At the moment there are only a certain number of servers provided by selected hosts from our community. Select a server from the Expansion Server Browser to participate in this private test and to help improve the mod.","Al momento ci sono solo alcuni server di test forniti da host fidati della Community. Scegliete un Server dal Browser Server di Expansion per partecipare a questo test ed aiutarci a migliorare la mod.","Por el momento solo hay una cierta cantidad de servidores proveídos por anfitriones seleccionados de nuestra comunidad. Selecciona un servidor en la lista de buscador de servidores de Expansion para participar en esta prueba privada y ayudar a mejorar el mod.","Actuellement il n'y a qu'un certain nombre de serveurs fournis par des hébergeurs séléctionnés dans notre communauté. Séléctionne un serveur depuis le navigateur de serveur Expansion pour participer à ce test privé et nous aider à améliorer le mod.","目前，只有社區中的選定主機提供了一定數量的服務器。請從擴展服務器瀏覽器中選擇一個服務器參加這次私人測試，並幫助改進該模組。","現状は自前に選定され、限られたサーバー数のみがコミュニティーに存在します。もし Mod の開発に貢献していただけるのであればプライベートサーバーを Expansion サーバーブラウザーより選択して参加してください","No momento, há apenas um certo número de servidores fornecidos por hosts selecionados da nossa comunidade. Selecione um servidor no Navegador do servidor de expansão para participar deste teste particular e para ajudar a melhorar o mod.","目前，只有一定数量的服务器由我们社区中选定的主机提供。从扩展服务器浏览器中选择一个服务器以参与此私有测试并帮助改进mod。",
"STR_EXPANSION_NEWSFEED_TEXT_3","You can help us improving the mod and its content by reporting issues and bugs that you encounter while playing. For that use the link to our Feedback Tracker in the link menu at the bottom.","You can help us improving the mod and its content by reporting issues and bugs that you encounter while playing. For that use the link to our Feedback Tracker in the link menu at the bottom.","Můžete nám pomoci vylepšit režim a jeho obsah nahlasováním problémů a chyb, se kterými se setkáte při hraní. K tomu použijte odkaz na náš Feedback Tracker v nabídce odkazů dole.","You can help us improving the mod and its content by reporting issues and bugs that you encounter while playing. For that use the link to our Feedback Tracker in the link menu at the bottom.","Вы можете помочь нам улучшить мод и его содержание, сообщая о проблемах и ошибках, с которыми вы сталкиваетесь во время игры. Для этого воспользуйтесь ссылкой на наш трекер обратной связи в меню ссылок внизу.","Możesz pomóc nam ulepszyć mod i jego zawartość, zgłaszając problemy i błędy, które napotkasz podczas gry. W tym celu skorzystaj z linku do naszego narzędzia do śledzenia opinii w menu linków na dole.","You can help us improving the mod and its content by reporting issues and bugs that you encounter while playing. For that use the link to our Feedback Tracker in the link menu at the bottom.","Puoi aiutarci a migliorare questa mod ed il suo contenuto riportando bug e problemi che incontri giocando. Per farlo usa il link al nostro Feedback Tracker nel menu' Link in basso.","Puedes ayudarnos a mejorar el mod y su contenido informando problemas y errores que encuentres mientras juegas. Para eso, use el enlace a nuestro Rastreador de comentarios en el menú de enlaces en la parte inferior.","Tu peux nous aider à améliorer le mod et son contenu en rapportant les problèmes et bugs que tu rencontres en jouant. Pour ça, utilise le lien vers notre Feedback Tracker dans le menu des liens en bas.","您可以通過報告您在遊戲中遇到的問題和錯誤來幫助我們改進模組及其內容。請使用底部鏈接菜單中的反饋跟踪器的鏈接進行報告。","You can help us improving the mod and its content by reporting issues and bugs that you encounter while playing. For that use the link to our Feedback Tracker in the link menu at the bottom.","ocê pode nos ajudar a melhorar o mod e seu conteúdo relatando problemas e bugs encontrados durante o jogo. Para isso, use o link para nosso Feedback Tracker no menu de links na parte inferior.","你可以通过提交你在游戏中遇到的问题和错误来帮助我们改进mod和它的内容。为此，请使用底部链接菜单中的反馈链接。",
"STR_EXPANSION_NEWSFEED_TITLE_1","DayZ Expansion Private Test Nr. 3","DayZ Expansion Private Test Nr. 3","DayZ Expansion Uzavřený Test č. 3","DayZ Expansion Private Test Nr. 3","DayZ Expansion Приватный Тест Nr. 3","DayZ Expansion Prywatny Test Nr. 3","DayZ Expansion Private Test Nr. 3","DayZ Expansion Test Privato Nr.3","DayZ Expansion Private Test Nr. 3","Test Privé DayZ Expansion N°3","DayZ Expansion私人測試第3期","DayZ Expansion Private Test Nr. 3","DayZ Expansion Private Test Nr. 3","DayZ 扩展私人测试编号：3",
"STR_EXPANSION_NEWSFEED_TITLE_2","How to Play the mod now?!","How to Play the mod now?!","Jak momentálně hrát mód?","Wie spiele ich die Mod?","Как же поиграть в мод сейчас?!","Jak zagrać w tego moda?!","How to Play the mod now?!","Come giocare alla mod ora?!","¿¡Como jugar al mod ahora!?","Comment jouer au mod maintenant ?!","如何現在玩模組？","この Mod をどうやったら使えるの！？","Como jogar o mod?!","现在要如何玩这个Mod？",
"STR_EXPANSION_NEWSFEED_TITLE_3","How can you help?","How can you help?","Jak mohu pomoci?","Wie kannst du helfen?","Как вы можете помочь?","Jak mogę pomóc?","How can you help?","Come posso aiutarvi?","¿Como puedes ayudar?","Comment aider ?","您可以如何幫助？","どうやったらお手伝いに参加できるでしょうか？","Como você pode ajudar?","你能够帮助我吗？",
"STR_EXPANSION_NONE","None","None","Žádný","Keine","Отсутствует","None","None","Nulla","None","Aucun(e)","無","None","None","None",
"STR_EXPANSION_NUMBER_SEPARATOR_DECIMAL",".",".",",",",",",",",",",",",",",",",",".",".",",",".",
"STR_EXPANSION_NUMBER_SEPARATOR_THOUSANDS",",",","," ","."," "," "," ","."," "," ",",",","," ",",",
"STR_EXPANSION_PAINT","Paint","Paint","Malovat","Farbe","Покрасить","Farba","Festés","Dipingi","Pintura","Peindre","顏料","Paint","Pintura","喷漆",
"STR_EXPANSION_PLAYER","Player","Player","Hráči","Spieler","Игрок","Gracz","Player","Giocatore","Jugador","Joueur","玩家","Player","Jogadores","玩家",
"STR_EXPANSION_PLAYER_JOINED_TEXT","%1 joined the server!","%1 joined the server!","%1 připojen/a!","%1 ist dem Server beigetreten!","%1 зашёл на сервер!","%1 Dołączył do serwera!","%1 joined the server!","%1 si è unito al server!","¡%1 se ha unido al servidor!","%1 a rejoint le serveur !","%1 加入了伺服器！","%1 がサーバーに参加しました！","%1 entrou no servidor!","%1 加入了服务器！",
"STR_EXPANSION_PLAYER_JOINED_TITLE","PLAYER JOINED","PLAYER JOINED","HRÁČ PŘIPOJEN","SPIELER BEIGETRETEN","ИГРОК ЗАШЕЛ","GRACZ DOŁĄCZYŁ","PLAYER JOINED","GIOCATORE ENTRATO","SE UNIÓ UN JUGADOR","CONNEXION","玩家加入","プレーヤー参加","JOGADOR ENTROU","玩家加入",
"STR_EXPANSION_PLAYER_LEFT_TEXT","%1 left the server!","%1 left the server!","%1 odpojen/a!","%1 hat den Server verlassen!","%1 покинул сервер!","%1 Wyszedł z serwera!","%1 left the server!","%1 è uscito dal server!","¡%1 ha abandonado el servidor!","%1 a quitté le serveur !","%1 離開了伺服器！","%1 はサーバーを退出しました！","%1 saiu do servidor!","%1 离开了服务器！",
"STR_EXPANSION_PLAYER_LEFT_TITLE","PLAYER LEFT","PLAYER LEFT","HRÁČ ODPOJEN","SPIELER VERLASSEN","ИГРОК ВЫШЕЛ","GRACZ WYSZEDŁ","PLAYER LEFT","GIOCATORE USCITO","UN JUGADOR DEJO EL SERVIDOR","DÉCONNEXION","玩家離開","プレーヤー退出","JOGADOR SAIU!","玩家离开",
"STR_EXPANSION_PLAYERS","Players","Players","Hráči","Spieler","Игроки","Gracze","Players","Giocatori","Jugadores","Joueurs","玩家","Players","Jogadores","全部玩家",
"STR_EXPANSION_SAFEZONE_ENTER","You have entered a safezone!","You have entered a safezone!","Vstoupil/a jsi do bezpečné zóny!","Du hast die Safezone betreten!","Вы вошли в безопасную зону!","Wszedłeś do Bezpiecznej Strefy!","Beléptél a biztonságos zónába!","Sei entrato in un area sicura","Has entrado una zona segura","Tu es entré dans une safezone !","您已進入安全區！","セーフゾーンへ入りました","Você entrou na Área Segura!","你已经进入安全区！",
"STR_EXPANSION_SAFEZONE_LEAVING","You are leaving a safezone!","You are leaving a safezone!","Opouštíš bezpečnou zónu!","Du verlässt die Safezone...","Вы покидаете безопасную зону!","You are leaving a safezone!","You are leaving a safezone!","Stai uscendo da una Safezone!","¡Estas saliendo de la zona segura!","Tu es en train de sortir d'un safezone !","您正在離開安全區！","You are leaving a safezone!","You are leaving a safezone!","您要离开安全区！",
"STR_EXPANSION_SAFEZONE_LEFT","You have left a safezone!","You have left a safezone!","Opustil/a jsi bezpečnou zónu!","Du hast die Safezone verlassen!","Вы вышли из безопасной зоны!","Opuściłeś Bezpieczną Strefę!","Elhagytad a biztonságos zónát!","Sei uscito da un area sicura","Has abandonado la zona segura","Tu es sorti d'une safezone !","您已離開安全區！","セーフゾーンから出ました","Você saiu da Área Segura!","你已经离开安全区！",
"STR_EXPANSION_SAFEZONE_TITLE","Safezone","Safezone","Bezpečná zóna","Safezone","Безопасная зона","Bezpieczna Strefa","Biztonságos Zóna","Area Sicura","Zona Segura","Safezone","安全區","セーフゾーン","Área Segura","安全区",
"STR_EXPANSION_SAFEZONE_VEHICLE_CLEANUP_1","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.","%1 bei %2 hat die maximal erlaubte Safezone-Parkdauer von %3 überschritten und wird automatisch gelöscht.","%1 в %2 превысил максимальное допустимое время стоянки в безопасной зоне (%3). Он будет автоматически удалён.","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.","%1 à %2 a dépassé la durée maximale autorisée de stationnement dans la zone de sécurité de %3. Il sera automatiquement supprimé.","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.","%1 at %2 exceeded the maximum allowed safezone parking time of %3. It will be automatically deleted.",
"STR_EXPANSION_SAFEZONE_VEHICLE_CLEANUP_2","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.","%1 bei %2 wurde automatisch gelöscht, nachdem die maximal erlaubte Safezone-Parkdauer von %3 überschritten wurde.","%1 в %2 был удалён после превышения максимального допустимого времени стоянки в безопасной зоне (%3).","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.","%1 à %2 a été supprimé après avoir dépassé la durée maximale autorisée de stationnement en zone de sécurité de %3.","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.","%1 at %2 was deleted after exceeding the maximum allowed safezone parking time of %3.",
"STR_EXPANSION_SALMONELLA","Salmonella","Salmonella","Salmonella","Salmonellen","Сальмонелла","Salmonella","Szalmonella","Salmonella","Salmonella","Salmonelle","沙門氏菌","Salmonella","Salmonella","沙门氏菌",
"STR_EXPANSION_SETTINGS_CLIENT_MAP_DEFAULTMARKERLOCK","LOCK NEW MAP MARKERS","LOCK NEW MAP MARKERS","ZAMKNOUT NOVÉ ZNAČKY NA MAPĚ","SPERRE NEUE KARTENMARKER","БЛОКИРОВАТЬ НОВЫЕ МЕТКИ","LOCK NEW MAP MARKERS","LOCK NEW MAP MARKERS","BLOCCA NUOVI MARCATORI MAPPA","Bloquear marcadores nuevos","VERROUILLER LES NOUVEAUX MARQUEURS DE CARTE","鎖定新地圖標記","LOCK NEW MAP MARKERS","LOCK NEW MAP MARKERS","锁定新地图标记",
"STR_EXPANSION_SETTINGS_CLIENT_MAP_DEFAULTMARKERLOCK_DESC","Enable if newly created map markers should be locked by default","Enable if newly created map markers should be locked by default","Povolit, pokud mají být nově vytvořené značky na mapě automaticky uzamčeny.","Aktivieren, wenn neu erstellte Kartenmarkierungen standardmäßig gesperrt werden sollen","Включение этого параметра запретит передвигать новые метки на карте без зажатой клавиши Shift. ВНИМАНИЕ: Этот параметр не изменят метки которые были установлены ранее.","Enable if newly created map markers should be locked by default","Enable if newly created map markers should be locked by default","Abilita se vuoi che i marcatori mappa sia bloccati di default","Activar si deseas que los marcadores de mapa sean bloqueados por defecto","Activez si les marqueurs de carte nouvellement créés doivent être verrouillés par défaut","如果希望新建立的地圖標記默認為鎖定狀態，則啟用此選項。","Enable if newly created map markers should be locked by default","Enable if newly created map markers should be locked by default","如果新创建的地图标记应默认锁定，则启用",
