"Language","original","english","czech","german","russian","polish","hungarian","italian","spanish","french","chinese","japanese","portuguese","chinesesimp",
"STR_EXPANSION_TERRITORY_ERROR_MAX_TERRITORY","Territory is already full (Max. %1 players per territory).","Territory is already full (Max. %1 players per territory).","Území je již plné (Max. %1 hráčů na území).","Dein Territorium ist voll (max. %1 Spieler pro Territorium)!","Территория уже заполнена (Макс. %1 игроков на территорию).","Terytorium jest już pełne (Maks. %1 graczy na każde terytorium).","Territory is already full (Max. %1 players per territory).","Il territorio è pieno (Max %1 giocatori per territorio).","El territorio esta lleno (Maximo de jugadores %1)","Territory is already full (Max. %1 players per territory).","領土已滿（每個領土最多 %1 名玩家）。","Territory is already full (Max. %1 players per territory).","Território Cheio (Max. %1 jogadores).","领地已满 (最大. %1 个玩家/领地).",
"STR_EXPANSION_TERRITORY_ERROR_MAX_TERRITORY_PER_PLAYER","You can't join more than %1 territor(y/ies)","You can't join more than %1 territor(y/ies)","Nemůžeš se připojit do více než %1 území(í).","Du kannst nicht mehr als %1 Territorien beitreten!","Вы не можете присоединиться к более чем %1 территории (-ям)","You can't join more than %1 territor(y/ies)","You can't join more than %1 territor(y/ies)","Non puoi unirti a più di %1 territori/o","No puedes unirte a mas de %1 territorio/s","You can't join more than %1 territor(y/ies)","你不能加入超過 %1 個領土。","You can't join more than %1 territor(y/ies)","Você não pode ingressar em mais de %1 território (s)","您加入的地区不能超过 %1 领地(y/ies)",
"STR_EXPANSION_TERRITORY_ERROR_NOFLAG","Could not receive targeted flag.","Could not receive targeted flag.","Vybranou vlajku nelze získat.","Flagge konnte nicht gefunden werden!","Не удалось найти указанный флаг.","Nie można otrzymać wybranej flagi.","Nem található a keresett zászló","Impossibile ricevere la bandiera indicata","No se pudo recibir bandera especifica","Impossible de recevoir le drapeau ciblé","無法獲取指定的旗幟。","Could not receive targeted flag.","Não foi possível receber a bandeira alvo.","无法接收目标旗帜",
"STR_EXPANSION_TERRITORY_ERROR_NOPLAYER","Could not receive the targeted player's base character.","Could not receive the targeted player's base character.","Vybraného hráče nelze získat.","Spieler nicht gefunden!","Не удалось найти указанного игрока.","Nie można otrzymać podstawowej postaci wybranego gracza.","Nem található a keresett játékos alapkaraktere","Impossibile ricevere il personaggio base del giocatore scelto","No se pudo recibir character de un jugador de una base","Impossible de recevoir le personnage du joueur ciblé.","無法獲取指定玩家的基本角色。","Could not receive the targeted player's base character.","Não foi possível receber o personagem base do jogador alvo.","无法接收到目标玩家的基本信息",
"STR_EXPANSION_TERRITORY_ERROR_NORECIVEMEMBER","Could not receive territory member data.","Could not receive territory member data.","Členské údaje pro území nelze získat.","Spielerdaten konnten nicht gefunden werden!","Не удалось получить данные о игроках на территорию.","Nie można odebrać danych o członkach terytorium.","Nem található a terület tag adata","Impossibile ricevere i dati sui membri del territorio","No se pudo recibir información del miembro del territorio","Impossible de recevoir les données de membres du territoire","無法獲取領土成員資料。","Could not receive territory member data.","Não foi possível receber dados do membro do território.","无法接收领地成员信息",
"STR_EXPANSION_TERRITORY_ERROR_NOSENDERTERRITORY","Could not receive sender territory.","Could not receive sender territory.","Zaslané území nelze získat.","Territorium des Absenders nicht gefunden!","Не удалось получить территорию отправителя.","Nie można odebrać terytorium nadawcy.","Nem található a meghívást küldő területe","Impossibile ricevere il territorio del mittente","No se pudo recibir territorio emisor.","Impossible de recevoir le territoire de l'inviteur","無法獲取發送者的領土。","Could not receive sender territory.","Não foi possível receber o território remetente","无法接收发件人区域",
"STR_EXPANSION_TERRITORY_ERROR_NOTERRITORY","Could not receive targeted territory.","Could not receive targeted territory.","Vybrané území nelze získat.","Territorium nicht gefunden!","Не удалось найти указанный территорию.","Nie można otrzymać wybranego terytorium.","Nem található a keresett terület","Impossibile ricevere il territorio indicato","No se pudo recibir territorio especifico","Impossible de recevoir le territoire ciblé.","無法獲取指定的領土。","Could not receive targeted territory.","Não foi possível receber o território alvo","无法接收目标领地",
"STR_EXPANSION_TERRITORY_ERROR_NOT_IN_GROUP","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!","Player is not in your Group!",
"STR_EXPANSION_TERRITORY_ERROR_COOLDOWN","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.","Player is on cooldown! Wait %1.",
"STR_EXPANSION_TERRITORY_LEFT_TERRITORY","You have left the territory %1.","You have left the territory %1.","Opustil/a jsi %1.","Du hast das Territorium %1 verlassen.","Вы покинули территорию %1.","Opuściłeś terytorium %1.","%1 Elhagytad a területet.","Sei uscito dal territorio %1","Has salido del Territorio %1","Tu as quitté le territoire %1.","你已離開領土 %1。","You have left the territory %1.","Você saiu do território %1","你已经离开领地 %1 .",
"STR_EXPANSION_TERRITORY_MAXPLAYERS","You can only have %1 players inside your territory.","You can only have %1 players inside your territory.","Můžeš mít pouze %1 hráčů v území.","Du kannst nur %1 Spieler in einem Territorium haben.","Только %1 игроков может быть на территории.","Twoje terytorium może zawierać maksymalnie %1 graczy.","Maximum %1 játékos lehet tagja a területnek.","Puoi avere soltanto %1 giocatori nel tuo territorio!","Solo puedes tener %1 jugadores en tu territorio","Tu ne peux avoir que %1 membres dans ton territoire.","你的領土內只能有 %1 名玩家。","テリトリーの定員は %1 人となります","Você só poder ter %1 jogadores no seu território.","你的领地内只能拥有 %1 名玩家。",
"STR_EXPANSION_TERRITORY_NAMEEXISTS","A territory with the name %1 already exists, please use a different name!","A territory with the name %1 already exists, please use a different name!","Území s tímto názvem (%1) již existuje, zvolte jiný!","Ein Territorium mit dem Namen %1 existiert bereits!","Территория с названием %1 уже существует, пожалуйста, используйте другое имя!","Terytorium z nazwą %1 już istnieje, proszę użyć innej nazwy!","A terület %1 néven már létezik, találj ki mást","Un territorio che si chiama %1 esiste già, prova un nome diverso","Un territorio con %1 nombre ya existe, elije otro nombre","Un territoire avec le nom %1 existe déjà, utilise un autre nom !","名稱為 %1 的領土已存在，請使用不同的名稱！","A territory with the name %1 already exists, please use a different name!","Já existe um território com o nome %1, use um nome diferente!","领地%1已经存在，请重命名。",
"STR_EXPANSION_TERRITORY_NAMEINVALID","The territory name ""%1"" is invalid.","The territory name ""%1"" is invalid.","Název území ""%1"" je neplatný.","Der Name ""%1"" ist ungültig!","Имя территории ""%1"" недействительно.","The territory name ""%1"" is invalid.","A ""%1"" területnév nem használható.","Il nome territorio %1 non è valido","El nombre del territorio %1 es invalido.","Le nom de territoire ""%1"" n'est pas valide.","領土名稱「%1」無效。","The territory name ""%1"" is invalid.","The territory name ""%1"" is invalid.","领地名称 ""%1"" 无效.",
"STR_EXPANSION_TERRITORY_PLAYER_ADDED","You have been added to the territory %1.","You have been added to the territory %1.","Hráč %1 byl úspěšně přidán do tohoto území.","Du bist jetzt Mitglied des Territoriums %1.","Вы были добавлены на территорию %1.","Zostałeś dodany do terytorium %1.","Hozzáadtak a területhez %1","Sei stato aggiunto al territorio %1","Has sido añadido al territorio %1","Tu as été ajouté au territoire %1.","你已被加入領土 %1。","You have been added to the territory %1.","Você foi adicionado ao território %1.","你已经被添加至领地 %1.",
"STR_EXPANSION_TERRITORY_PLAYER_DEMOTE","You have successfully demoted the member %1.","You have successfully demoted the member %1.","Úspěšně jsi sesadil/a člena %1.","Du hast Spieler %1 erfolgreich degradiert!","Вы успешно понизили участника %1.","Pomyślnie zdegradowałeś członka %1.","Sikeresen lefokoztad %1 játékost","Hai degradato il membro %1 con successo","Has derrogado exitosamente a %1","Tu as bien rétrograder le membre %1.","你已成功降級成員 %1。","You have successfully demoted the member %1.","Você rebaixou o membro %1 com êxito.","你已成功将成员降级 %1 .",
"STR_EXPANSION_TERRITORY_PLAYER_DEMOTED","You have been unpromoted by the player %1.","You have been unpromoted by the player %1.","Byl/a jsi degradován/a hráčem %1.","Du wurdest von Spieler %1 degradiert.","Вы были понижены игроком %1.","Zostałeś zdegradowany przez gracza %1.","%1 lefokozott téged","Sei stato degradato da %1","Has sido degradado exitosamente por el jugador %1","Tu as été rétrogradé par %1.","你已被玩家 %1 降級。","プレーヤー %1 によりあなたは降格させられました","Você foi rebaixado pelo jogador %1.","你已经降低了玩家 %1 的权限.",
"STR_EXPANSION_TERRITORY_PLAYER_DEMOTE_ALREADYMEMBER","Member %1 is already a member and can't be demoted further.","Member %1 is already a member and can't be demoted further.","%1 je již členem a nemůže být více degradován/a.","Spieler %1 kann nicht weiter degradiert werden!","Участник %1 уже зарегистрирован и не может быть понижен в должности.","Członek %1 jest już członkiem i nie może być bardziej zdegradowany.","%1 Tag már alapból a legalacsonyabb rangon van. Nem tudod lejjebb fokozni","Il membro %1 è già membro è non può essere degradato oltre","Miembro %1 ya es un miembro y no se le puede castigar mas.","Le membre %1 est déjà un membre et ne peut pas être rétrograder encore plus.","成員 %1 已是成員，無法進一步降級。","Member %1 is already a member and can't be demoted further.","Membro %1 já é membro e não pode ser rebaixado mais","成员 %1 已是最低等级无法降级",
"STR_EXPANSION_TERRITORY_PLAYER_ERROR_ISMEMBER","%1 is already a member of the territory.","%1 is already a member of the territory.","%1 je již v území.","%1 ist bereits ein Mitglied dieses Territoriums.","%1 уже участник этого участка.","%1 jest już członkiem terytorium.","%1 már tagja ennek a területnek.","%1 è già membro di questo territorio","%1 ya es un miembro de este territorio","%1 est déjà membre de ce territoire.","%1 已經是該領土的成員。","%1 は既にテリトリーのメンバーです","Jogador %1 já faz parte do território.","该领土目前已有 %1 名玩家。",
"STR_EXPANSION_TERRITORY_PLAYER_ERROR_NOT_IN_TERRITORY","You must not be farther than %1 m from the flag of territory %2 before you can accept this invite.","You must not be farther than %1 m from the flag of territory %2 before you can accept this invite.","Před přijetím této pozvánky nesmíš být ve vzdálenosti větší než %1 m od vlajky území %2.","Du darfst nicht weiter als %1 m von der Flagge des Territoriums %2 entfernt sein, bevor du diese Einladung annehmen kannst.","Вам необходимо войти на территорию %1, прежде чем вы сможете принять это приглашение.","You must not be farther than %1 m from the flag of territory %2 before you can accept this invite.","You must not be farther than %1 m from the flag of territory %2 before you can accept this invite.","Devi essere più distante di %1m dalla bandiera del territorio %2 prima che tu possa accettare questo invito","You must not be farther than %1 m from the flag of territory %2 before you can accept this invite.","Vous ne devez pas être à plus de %1 m du drapeau du territoire %2 avant de pouvoir accepter cette invitation.","在接受邀請前，你必須距離 %2 的旗幟不超過 %1 公尺。","You must not be farther than %1 m from the flag of territory %2 before you can accept this invite.","You must not be farther than %1 m from the flag of territory %2 before you can accept this invite.","在您接受此邀请之前，您距离领土 %2 的旗帜不得超过 %1 m。",
"STR_EXPANSION_TERRITORY_PLAYER_INVITED","You have successfully added the player %1 to this territory.","You have successfully added the player %1 to this territory.","Hráč %1 byl úspěšně přidán do tohoto území.","Du hast erfolgreich %1 zum Territorium hinzugefügt.","Вы успешно добавили игрока %1 к этому участку.","Pomyślnie dodałeś gracza %1 do terytorium.","Sikeresen hozzáadtad %1 -t ehhez a területhez.","Hai aggiunto con successo il giocatore %1 a questo territorio","Has añadido al jugador %1 exitosamente a este territorio","Tu as ajouté %1 à ce territoire avec succès","你已成功將玩家 %1 加入此領土。","プレーヤー %1 は正常にこのテリトリーに追加されました","Você adicionou com sucesso o jogador %1 a este território.","你成功的添加玩家 %1 到该领土。",
"STR_EXPANSION_TERRITORY_PLAYER_INVITE_REQUEST_SENDER","You have sent a territory invite to the player %1 for this territory.","You have sent a territory invite to the player %1 for this territory.","Pozvánka do území pro %1 byla úspěšně odeslána.","Du hast Spieler %1 eine Territoriums-Einladung gesendet!","Вы отправили приглашение на эту территорию игроку %1.","Wysłałeś zaproszenie graczowi %1 do tego terytorium.","Küldtél egy terület meghívást %1 játékosnak","Hai spedito un invito per questo territorio a %1","Has enviado una invitación de territorial al jugador %1 para este territorio","Tu as invité %1 à rejoindre ce territoire.","你已向玩家 %1 發送了加入此領土的邀請。","You have sent a territory invite to the player %1 for this territory.","Você enviou um convite de território ao jogador %1 para este território.","你已经从当前领土向玩家 %1 发送了一则邀请.",
"STR_EXPANSION_TERRITORY_PLAYER_INVITE_REQUEST_TARGET","You have received a territory invite from player %1 for the territory %2.","You have received a territory invite from player %1 for the territory %2.","Obdržel/a jsi pozvánku od %1 do území %2.","Du hast eine Einladung von %1 für das Territorium %2 erhalten!","Вы получили приглашение на территорию %2 от игрока %1.","Dostałeś zaproszenie do terytorium od gracza %1 do terytorium %2.","Kaptál egy meghívást %1 játékostól az alábbi területre: %2","Hai ricevuto un invito da %1 per il territorio %2","Has recibido una invitación territorial del jugador %1 para el territorio %2.","Tu as reçu une invitation de %1 pour rejoindre son territoire","你收到了玩家 %1 對領土 %2 的邀請。","You have received a territory invite from player %1 for the territory %2.","Você recebeu um convite de território do jogador %1 para o território %2.","你已经从玩家 %1 哪里接收到了来自领土%2的邀请.",
"STR_EXPANSION_TERRITORY_PLAYER_KICKED_SENDER","You have successfully kicked the player %1.","You have successfully kicked the player %1.","%1 byl úspěšně vyhozen z území.","Du hast Spieler %1 erfolgreich vom Territorium entfernt.","Вы успешно выгнали игрока %1.","Pomyślnie wyrzuciłeś gracza %1.","Sikeresen kirúgtad %1-t","Hai cacciato %1 con successo","Has expulsado exitosamente al jugador %1","Tu as exclu %1 avec succès.","你已成功踢出玩家 %1。","プレーヤー %1 は正常にキックされました","Você expulsou o jogador %1.","你成功的踢出了 %1 .",
"STR_EXPANSION_TERRITORY_PLAYER_KICKED_TARGET","You have been kicked out from the territory %1 by the player %2.","You have been kicked out from the territory %1 by the player %2.","Byl/a jsi vyhozen/a z území %1 hráčem %2.","Du wurdest aus dem Territorium %1 von %2 entfernt!","Вас выгнали с территории %1 игроком %2.","Zostałeś wyrzucony z terytorium %1 przez gracza %2.","Kirúgtak a %1 területről. Elkövető %2","Sei stato cacciato dal territorio %1 da %2","Has sido expulsado del territorio %1 por el jugador %2","Tu as été exclu du territoire %1 par %2.","你已被玩家 %2 從領土 %1 踢出。","You have been kicked out from the territory %1 by the player %2.","Você foi expulso do território %1 pelo jogador %2","你已经被玩家%2踢出领地%1.",
"STR_EXPANSION_TERRITORY_PLAYER_KICK_NORIGHTS","You have no rights to kick member %1.","You have no rights to kick member %1.","Nemáš dostatečná práva na vyhození %1 z území.","Dir fehlt die Berechtígung, um Spieler %1 zu entfernen!","Вы не имеете права выгнать участника %1.","Nie masz uprawnień aby wyrzucić członka %1.","Nincs jogosultságod kirúgni %1 tagot","Non hai i permessi per cacciare il membro %1","No tienes los derechos para expulsar al jugador %1","Tu n'as pas le droit d'excluse le membre %1.","你沒有權限踢出成員 %1。","You have no rights to kick member %1.","Você não tem direito de expulsar o membro %1.","你没有权限踢出玩家 %1 .",
"STR_EXPANSION_TERRITORY_PLAYER_LEAVE","You have left the territory %1 as a member.","You have left the territory %1 as a member.","Opustil/a jsi území %1 jako člen.","Du hast das Territorium %1 verlassen!","Вы покинули территорию %1 как участник.","Opuściłeś terytorium %1 jako członek.","Kiléptél a területből %1 tagként","Hai lasciato il territorio %1 come membro.","Has salido del territorio %1 como miembro","Tu as quitté le territoire %1.","你已以成員身份離開領土 %1。","You have left the territory %1 as a member.","Você deixou o território %1 como membro.","你已作为成员离开领地 %1 .",
"STR_EXPANSION_TERRITORY_PLAYER_LEAVE_OWNER","You can't leave this territory as the territory owner!","You can't leave this territory as the territory owner!","Nemůžeš opustit území, které vlastníš!","Du kannst als Besitzer das Territorium nicht verlassen!","Вы не можете покинуть эту территорию как владелец территории!","Nie możesz opuścić tego terytorium jako właściciel!","Nem léphetsz ki a saját területről, te vagy a tulajdonosa!","Non puoi lasciare questo territorio in quanto ne sei proprietario!","No puedes dejar al territorio como dueño del territorio","Tu ne peux pas quitter ce territoire en temps que propriétaire du territoire !","你作為領土擁有者無法離開此領土！","You can't leave this territory as the territory owner!","Você não pode deixar este território como sendo o proprietário!","作为领主你不能退出该领地.",
"STR_EXPANSION_TERRITORY_PLAYER_PROMOTE","Member %1 has been promoted to %2.","Member %1 has been promoted to %2.","%1 povýšen na %2","Spieler %1 wurde zum %2 befördert!","Участник %1 был повышен до %2.","Członek %1 został awansowany do stopnia %2.","%1 felfokozta %2 szintre","Il membro %1 è stato promosso a %2","Miembro %1 ya es un miembro y no se le puede castigar mas.","Le membre %1 a été promu au grade de %2.","成員 %1 已晉升為 %2。","Member %1 has been promoted to %2.","Membro %1 foi promovido para %2","成员 %1 已经被提升至 %2 .",
"STR_EXPANSION_TERRITORY_PROMOTE_NORIGHTS","You have no rights to promote a territory member.","You have no rights to promote a territory member.","Nedostatečná práva na povýšení člena území.","Dir fehlt die Berechtígung, um Mitglieder zu bearbeiten!","У вас нет прав на повышения участника территории.","Nie masz uprawnień aby awansować członka terytorium.","Nincs jogosultságod fokozni a területi tagot","Non hai i permessi per promuovere un membro del territorio","No tienes los derechos para expulsar al jugador %1","Tu n'as pas le droit de promouvoir un membre du territoire.","你沒有權限晉升領土成員。","You have no rights to promote a territory member.","Você não tem direitos para promover um membro do território.","你无权提升领地成员的权限。",
"STR_EXPANSION_TERRITORY_TERRITORY_REQUIRED","A territory is required to deploy this object!","A territory is required to deploy this object!","K vytvoření tohoto objektu je vyžadováno území!","Du benötigst ein Territorium, um diesen Gegenstand zu platzieren!","Территория требуется для размещения этого объекта!","A territory is required to deploy this object!","A territory is required to deploy this object!","È richiesto un territorio per posizionare questo oggetto!","¡Se necesita un territorio para poder usar este objeto!","Un territoire est requis pour déployer cet objet!","需要一個領土才能部署此物件！","A territory is required to deploy this object!","A territory is required to deploy this object!","部署该对象需要一个区域！",
"STR_EXPANSION_TERRITORY_TITLE","Territory","Territory","Území","Territorium","Территория","Terytorium","Territory","Territorio","Territorio","Territoire","領土","Territory","Território","领地",
"STR_EXPANSION_TOGGLE_LOCKED_OPENING","Toggle locked opening","Toggle locked opening","Přepnout uzamčené otevírání","Abgeschlossene Öffnung umschalten","Открыть с блокировкой переключения","Toggle locked opening","Toggle locked opening","Abilita / Disabilita apertura da chiuso","Habilitar/Deshabilitar apertura cerrada","Basculer l'ouverture a vérrou","切換鎖定開啟","Toggle locked opening","Toggle locked opening","切换锁定开口",
"STR_EXPANSION_TOGGLE_SNAPPING","Toggle Base Building Snapping Mode","Toggle Base Building Snapping Mode","Přepnout snapping pro objekty bází","Basenbau-Snapping-Modus umschalten","Вкл/Выкл Привязку строительства","Włącz/Wyłącz Tryb Budowania 'Snap'","Bázis Snap Building mód aktiválása","Ablitia Snapping Modalità Costruzione","Abrir visualizador de constructor","Basculer le mode ""Snapping"" du BaseBuilding","切換基地建造對齊模式","ベースビルディング・スナップモードのトグル","Modo de Construção","切换基本建筑捕捉模式",
"STR_EXPANSION_UA_CRACK_SAFE","Crack safe","Crack safe","Rozlousknout trezor","Tresor knacken","Взломать сейф","Crack safe","Crack safe","Rompi Serratura","Forzar cerradura","Forcer le coffre","破解保險箱","Crack safe","Crack safe","破解保险箱",
"STR_USRACT_CHOOSE_NEXT_PLACEMENT","Switch to %1","Switch to %1","Vybrat další umístění pro %1","Wechsle zu %1","Переключить на %1","Zmień na %1","Switch to %1","Cambia a %1","cambiar a %1","Basculer vers %1","切換到 %1","Switch to %1","Alterar para %1","切换至 %1",
"STR_USRACT_CONVERT_TO_FLOOR","Convert to Floor","Convert to Floor","Přeměnit na podlahu","In Boden umwandeln","Преобразование в пол","Convert to Floor","Convert to Floor","Converti in Pavimento","Convertir a piso","Convertir en sol","轉換為地板","Convert to Floor","Convert to Floor","转换为地板",
"STR_USRACT_CONVERT_TO_ROOF","Convert to Roof","Convert to Roof","Přeměnit na střechu","In Dach umwandeln","Преобразование в крышу","Convert to Roof","Convert to Roof","Converti in Tetto","Convertir a techo","Convertir en toit","轉換為屋頂","Convert to Roof","Convert to Roof","转换为屋顶",
"STR_USRACT_CRAFT_BARBEDWIRE_KIT","Craft BarbedWire-Kit","Craft BarbedWire-Kit","Vytvořit kit pro ostnatý drát","Stacheldraht-Set herstellen","Сделать набор Колючей проволоки","Craft BarbedWire-Kit","Craft BarbedWire-Kit","Crea Kit Filo Spinato","Kit de crafteo para alambre de espino","Fabriquer Kit de barbelés","製作鐵絲網套件","Craft BarbedWire-Kit","Montar Arame","制作铁丝网套件",
"STR_USRACT_CRAFT_CHICKENBREADER","Craft Chicken-Breeder Kit","Craft Chicken-Breeder Kit","Vytvořit kit na kuřecí chov","Hühnerstall-Set herstellen","Сделать набор Курятника","Hodowla Kurczaków","Csirkeetető szett kicsomagolása","Crea Kit","Construir Kit Criador de gallinas","Construire kit de nourriture pour poule","製作雞飼養套件","鳥小屋を製作","Montar Criadouro de Galinha","工艺养鸡工具包",
"STR_USRACT_CRAFT_CONCRETE_FLOOR_KIT","Craft Concrete Floor-Kit","Craft Concrete Floor-Kit","Vytvořit kit pro betonovou podlahu","Craft Concrete Boden-Kit","Сделать набор Бетонного пола","Craft Concrete Floor-Kit","Craft Concrete Floor-Kit","Crea Kit per Pavimento di Cemento","Kit de crafteo para suelo de cemento","Construire kit de sol en béton","製作混凝土地板套件","Craft Concrete Floor-Kit","Craft Concrete Floor-Kit","制作混凝土底版套件",
"STR_USRACT_CRAFT_CONCRETE_FOUNDATION_KIT","Craft Concrete Foundation-Kit","Craft Concrete Foundation-Kit","Vytvořit kit pro betonový základ","Craft Concrete Fundament-Kit","Сделать набор Бетонного фундамента","Craft Concrete Foundation-Kit","Craft Concrete Foundation-Kit","Crea Kit per Fondamenta di Cemento","Kit de crafteo para base de cemento","Construire kit de fondation en béton","製作混凝土基礎套件","Craft Concrete Foundation-Kit","Craft Concrete Foundation-Kit","制作混凝土地基套件",
"STR_USRACT_CRAFT_CONCRETE_PILLAR_KIT","Craft Concrete Pillar-Kit","Craft Concrete Pillar-Kit","Vytvořit kit pro betonový pilíř","Craft Concrete Säulen-Kit","Сделать набор Бетонного столба","Craft Concrete Pillar-Kit","Craft Concrete Pillar-Kit","Crea Kit per Colonna di Cemento","Kit de crafteo para pilar de cemento","Construire kit de pillier en béton","製作混凝土柱套件","Craft Concrete Pillar-Kit","Craft Concrete Pillar-Kit","制作混凝土柱体套件",
"STR_USRACT_CRAFT_CONCRETE_RAMP_KIT","Craft Concrete Ramp-Kit","Craft Concrete Ramp-Kit","Vytvořit kit pro betonový nájezd","Craft Concrete Rampen-Kit","Сделать набор Бетонной рампы","Craft Concrete Ramp-Kit","Craft Concrete Ramp-Kit","Crea Kit per Rampa di Cemento","Kit de crafteo para rampa de cemento","Construire kit de rampe en béton","製作混凝土坡道套件","Craft Concrete Ramp-Kit","Craft Concrete Ramp-Kit","制作混凝土坡道套件",
"STR_USRACT_CRAFT_CONCRETE_STAIRS_KIT","Craft Concrete Stairs-Kit","Craft Concrete Stairs-Kit","Vytvořit kit pro betonové schody","Craft Concrete Treppen-Kit","Сделать набор Бетонной лестницы","Craft Concrete Stairs-Kit","Craft Concrete Stairs-Kit","Crea Kit per Scala di Cemento","Kit de crafteo para escaleras de cemento","Construire kit d'escaliers en béton","製作混凝土樓梯套件","Craft Concrete Stairs-Kit","Craft Concrete Stairs-Kit","制作混凝土楼梯套件",
"STR_USRACT_CRAFT_CONCRETE_WALL_KIT","Craft Concrete Wall-Kit","Craft Concrete Wall-Kit","Vytvořit kit pro betonovou zeď","Craft Concrete Wall-Kit","Сделать набор Бетонной стены","Craft Concrete Wall-Kit","Craft Concrete Wall-Kit","Crea Kit per Muro di Cemento","Kit de crafteo para pared de cemento","Construire kit de mur en béton","製作混凝土牆套件","Craft Concrete Wall-Kit","Craft Concrete Wall-Kit","制作混凝土墙壁套件",
"STR_USRACT_CRAFT_FLOOR_KIT","Craft Floor-Kit","Craft Floor-Kit","Vytvořit kit na podlahu","Boden-Set herstellen","Сделать набор Пола","Craft Floor-Kit","Craft Floor-Kit","Crea Kit-Pavimento","Kit de crafteo de suelo","Construire kit de sol","製作地板套件","Craft Floor-Kit","Montar Piso","工艺地板套件",
"STR_USRACT_CRAFT_FOUNDATION_KIT","Craft Foundation-Kit","Craft Foundation-Kit","Vytvořit kit na základ","Fundament-Kit herstellen","Сделать набор Фундамента","Craft Foundation-Kit","Craft Foundation-Kit","Crea Kit-Fondamenta","Craftear kit para base","Construire kit de fondation","製作基礎套件","Craft Foundation-Kit","Craft Foundation-Kit","工艺基础套件",
"STR_USRACT_CRAFT_HELIPAD_KIT","Craft Helipad-Kit","Craft Helipad-Kit","Vytvořit kit pro vrtulníkovou přistávací plochu","Helipad-Kit herstellen","Сделать набор Вертолетной площадки","Craft Helipad-Kit","Craft Helipad-Kit","Crea Kit Eliporto","Kit de crafteo para Helipuerto","Fabriquer Kit Héliport","製作直升機停機坪套件","Craft Helipad-Kit","Craft Helipad-Kit","制作停机坪套件",
"STR_USRACT_CRAFT_HESCO_KIT","Craft Hesco-Kit","Craft Hesco-Kit","Vytvořit kit pro Hesco bariéru","Sandsack-Kit herstellen","Сделать набор Hesco","Craft Hesco-Kit","Craft Hesco-Kit","Crea Hesco-Kit","Kit de crafteo para HESCO","Fabriquer Kit Hesco","製作Hesco套件","Craft Hesco-Kit","Craft Hesco-Kit","制作掩体套件",
"STR_USRACT_CRAFT_LUMBER_05","Craft Lumber (0.5m)","Craft Lumber (0.5m)","Vytvořit prkno (0.5m)","Holzbrett (0,5 m) anfertigen","Создать бревно (0.5м)","Stwórz Deskę (0,5m)","Fűrészáru készítése (0.5 m)","Crea Legname (0.5m)","Construir Madera (0.5m)","Construire bois (0,5m)","製作木料（0.5米）","材木を製作 (0.5m)","Montar Tábua (0.5m)","工艺木材（0.5m）",
"STR_USRACT_CRAFT_LUMBER_1","Craft Lumber (1m)","Craft Lumber (1m)","Vytvořit prkno (1m)","Holzbrett (1 m) anfertigen","Создать бревно (1м)","Stwórz Deskę (1m)","Fűrészáru készítése (1 m)","Crea Legname (1m)","Construir Madera (1m)","Construire bois (1m)","製作木料（1米）","材木を製作 (1m)","Montar Tábua (1m)","工艺木材（1m）",
"STR_USRACT_CRAFT_LUMBER_15","Craft Lumber (1.5m)","Craft Lumber (1.5m)","Vytvořit prkno (1.5m)","Holzbrett (1,5 m) anfertigen","Создать бревно (1.5м)","Stwórz Deskę (1,5m)","Fűrészáru készítése (1.5 m)","Crea Legname (1.5m)","Construir Madera (1.5m)","Construire bois (1,5m)","製作木料（1.5米）","材木を製作 (1.5m)","Montar Tábua (1.5m)","工艺木材（1.5m）",
"STR_USRACT_CRAFT_LUMBER_3","Craft Lumber (3m)","Craft Lumber (3m)","Vytvořit prkno (3m)","Holzbrett (3 m) anfertigen","Создать бревно (3м)","Stwórz Deskę (3m)","Fűrészáru készítése (3 m)","Crea Legname (3m)","Construir Madera (3m)","Construire bois (3m)","製作木料（3米）","材木を製作 (3m)","Montar Tábua (3m)","工艺木材（3m）",
"STR_USRACT_CRAFT_METALBEAM_05","Craft Metal Beam (0.5m)","Craft Metal Beam (0.5m)","Vytvořit kit pro kovový trám (0.5m)","Metallträger (0,5 m) anfertigen","Сделать набор Металлической балки (0.5м)","Craft Metal Beam (0.5m)","Craft Metal Beam (0.5m)","Crea Trave di Metallo (0.5m)","Craftear tubo de metal (0.5m)","Construire poutre en métal (0.5m)","製作金屬樑（0.5米）","Craft Metal Beam (0.5m)","Craft Metal Beam (0.5m)","工艺金属梁（0.5m）",
